Number of Files,Course ID,Course Full Name
44,35285,Cognitive Neuroscience MSc/MRes 2016-17
44,13025,HMED3004 Madness and Society 
44,3523,UPCH Classical Civilisation
44,5887,"(16/17)ANTHGD10: Anthropologies of Science, Society and Biomedicine"
44,7896,FREN2105: Enlightenment and Revolution
44,6245,EUROG003:Theoretical Issues in History and Literature
44,2420,ELEC3002 Power Electronics
44,2440,ECON1001: Economics (Micro)
44,7878,MSc in Cognitive Neuroscience 2014/15
44,22974,"(15/16)ANTHGD10: Anthropologies of Science, Society and Biomedicine"
44,14718,ELCS6003: Crime Fiction: From the Picaresque to the Detective Novel
44,28317,BENG101P: Introduction to Biochemical Engineering
44,9377,UCL Energy Institute
44,6231,"GERM4129:Language, Power and Ideology "
44,11365,"CLAS3204: Stoics, Epicureans and Sceptics  "
44,901,ENGL3012/3012A/3012W/7012: Modern English Language
44,5783,LATN2004: Intermediate Latin B
44,7870,Current Issues in Cognitive Neuroscience III: Translational Research
44,8840,PHILGA09: General Philosophy I: ethics & political philosophy
43,24276,BENVGUR9: Critical Debates in Urban Regeneration
43,7253,SEEP1004:INTRODUCTION TO POLISH LITERATURE
43,10907,LAWS1012: Criminal Law
43,12869,Fundamentals of Immunisation
43,11113,ENVS3004: Building Services Engineering 2
43,9194,Moving on with Moodle
43,3545,SEEP1001: Polish Language Level 1
43,3609,SEEC4002: Czech Language Level 3b - Production
43,7988,e-Legal European Legal Studies (French ) I  
43,12140,"Design, COMPGC02"
43,16758,CLASGL10A and B: Early Modern Latin Poetry 
43,14355,MSc Biomedical Sciences
43,187,Architecture Stage 1 Year Out Course
43,11331,MRes Biosciences Programme & Project
43,2424,ELEC3005 Digital Signal Processing
43,4319,MSING009: Managing the Growing Firm
43,9106,"ARCLG209: Heritage, Globalisation and Development"
43,3919,FREN2107: Exploration of Self and Form: The Contemporary Period
43,6425,HIST6405: Europe 1870-1945: Paths through Modernity
43,21173,BENVGUR9: Critical Debates in Urban Regeneration 2012/13
42,16575,"(14/15)ANTH3012: Western Industrial Societies (Risk, Power and Uncertainty)"
42,13965,MSIN2003: Business Analytics 2014/15
42,14223,HART2215 [RH]: Image/Object
42,34461,CENG202P: Engineering Experimentation
42,6888,PLIN1002 Introduction to Semantics and Pragmatics B
42,11305,INSTG032: Creation and Capture – course information
42,35785,MSIN2003: Business Analytics
42,35419,CENG3008: Experimentation
42,12899,HPSC3030 Science and Global History
42,11877,INSTG055: Publishing Today
42,12421,Ear Institute: Timetable 2014 - 2015
42,7650,SERS1004 and SERS1003: Russian Grammar (Year 1)
42,11653,HART2231 [Rizvana Bradley]: Aesthetics and Politics: Performance and Politics
42,5643,BIOC3002: Third Year Projects in  Structural and Molecular Biology
42,3481,CENG302P: Process Dynamics and Control
42,5811,CLAS1201: Greek Myth: Its Use and Meaning
42,12643,GEOL3011: Geosciences Report
42,40243,GREK7007: Greek Prose Composition
42,40201,CENG202P: Engineering Experimentation 16/17
42,18765,SEESGS63: Understanding and Analysing Data
42,10681,MBBS Year 2 Student Selected Components (SSCs)
42,5649,BIOC3024: Molecular Mechanisms of Gene Expression and Regulation
42,3497,SEESGR04: The Nineteenth-Century Russian Novel 
42,10623,GEOGG102: Environmental Data Acquisition and Analysis
42,14259,ELCS6036: History and Photography
42,12485,LCFM6004: French for Medicine Level 4 (D): MBBS Student Selected Component
42,12625,MSING020: Markets and Customers
42,3955,LATN3015: Latin Poetry and its Translations (Do not use)
42,27587,ZZ_HART2011 [BF]: GATEWAY COURSE: Image/Object
42,14261,ELCS6037: Censorship and Iconoclasm: Texts and Images under Control in Early Modern Europe
42,38847,HPSC2028 Thinking About Technology
42,29211,COMPGS99: MSc SSE/FSE Project
42,2176,ZZ_HART2005 [Khadija Carroll]: Methodologies of Making
42,13155,PHILG031: Graduate Studies in Philosophy of Language
42,40161,LATN7019: Latin Poetry and its Translations
42,26447,COMPGS99: MSc SSE/FSE Project 13/14
42,27129,CENG103P: Thermodynamics
42,681,"ENVS1031/2050: Beyond Cities: Rural Economies, Communities and Landscapes"
41,14221,ZZ_HART1307 [FS]: Thematic Seminar (2) European Avant-Gardes: The Politics of the Everyday
41,25716,SSEES Year Abroad Preparation (for Year 2 students)
41,3215,OSD-RDP: Research Development Portfolio (RDP)
41,14328,ELCS6030: Hamlet's Afterlives
41,11869,Teacher Training: Polish Language and Culture
41,638,LAWS3015 & 4015: LLB Research Essays
41,11033,"SEESGS60: Empires, Nationalism and Communism- States and Societies of Southeast Europe"
41,2865,Medical Mycology: Module 9 Experimental Design
41,16254,SSEES Study Abroad Preparation (for Year 2 students) 2012/13
41,41089,MSINM021: Leadership and Communication
41,4399,CLAS1206: Interpreting Latin Literature
41,10269,Physics & Astronomy Pre-Maths
41,11245,MSING021: Leadership and Communication
41,12703,"Compliance, Risk and Regulation, COMPGF03/COMPM003"
41,3395,ZZ_HART1302 [Libby Sheldon]
41,5285,ENGL3025_3025A_3025B_3025W_6017_7025: Modern Literature I
41,12543,Dr. Banks' Chemistry Video Tutorials
41,9280,SERAG0008: Energy Efficiency and Conservation
41,12653,LAWS2009: European Union Law
41,4845,ITAL1010: First Year Italian Language
41,13935,GEOGG125: Principles of Spatial Analysis
41,13669,BIOC2008: General Biochemistry of Health
41,7426,LAWS3040: Conflict of Laws
41,8800,ENVS1023: Management for Built Environment Professionals I  
40,2991,"BIOL3002: Plants, Environment and Climate Change"
40,9022,LCSP6045: Spanish Level 4 (D) + Business and Current Affairs
40,841,LAWS3008: Law of Taxation 
40,11455,ENGL3027_3027A_7027: Literary Linguistics
40,34285,Learning with Technology at UCL
40,35977,Learning with Technology: Student Induction (Pre-July 2015)
40,26335,Digital Skills for Engineering
40,17412,ITAL4110: Cultures of Tradition and Modernity in Postwar Italy 
40,8356,MECH1007: Applied Electricity
40,4339,SEESGR20: Soviet Cinema Since the Collapse of the Soviet Union
40,12503,Time and Tense
40,13723,"BENVGMP3: Risk, Uncertainty & Complexity in Decision-Making"
40,4539,MECHGB02: Biofluids & Medical Devices
40,11749,"HISTG057A: The Public Sphere in Britain, 1476-1800"
40,6437,HIST7001:Rationality
40,7434,Learning with Technology: Student Induction
40,5817,ARCLG064: The Museum: Critical Perspectives
40,16407,PHASM427/PHASG427: Quantum Computing and Communication
40,12571,BENVGSA3: Geographic Information Systems and Science
40,28415,MRes in Quantum Technologies
40,3675,SEESGE66: Serbian/Croatian MA Intermediate
40,16704,MSc Neurology for Clinical Trainees
40,13759,SCAN7540: Nordic Cinema 
40,3195,SERS4001: Comprehension of Russian (Year 4): Translation and Summary
40,18090,INSTG058: Oral History: creation to curation
40,10841,PHOL3904: Laboratory Research Project in Physiology
39,24426,MSc CoDeS Seminar
39,15555,ELCS6031: Considering Narrative Structure in Film
39,10783,"Compilers, COMP207P"
39,12045,MATH1301: Applied Mathematics
39,1974,Transition to Studying at UCL
39,22965,(15/16)ANTHGC25: Advanced Topics in Digital Culture
39,399,BSc Audiology:  General Moodle Site
39,27551,MSc Cognitive and Decision Sciences  
39,39537,MSc Cognitive and Decision Sciences 16/17
39,34925,BENGM007: Business Implementation for Life Sciences
39,10119,IGH Orientation 2016-2017
39,8360,Classics and Ancient World with Study Abroad
39,9681,T9: Public Transport
39,11659,Rationalism: PHIL3046/PHILG048/PHILGA42
39,39891,Rationalism: PHIL3046/PHILG048/PHILGA42 (2016-17)
39,14379,MSIN2009: Software Engineering 2014/15
39,38531,(16/17)ANTHGC25: Advanced Topics in Digital Culture
39,3029,SPAN4306: Cultural dilemmas I
39,10233,FILMG004: Russian Cinema: Epochs and Genres
39,4439,SEEY4001 Serbian/Croatian Language Level 3A
39,6249,EUROG005:Social Theory 
39,35795,MSIN2009: Software Engineering
39,3623,SESS2101: History of European Political Ideas
39,25497,UCLQG414: Information Sources and Retrieval
39,3439,GEOL2008:  Vertebrate Palaeontology and Evolution
39,4642,Research Project Support
39,11791,Human Geography Seminar Series
39,7149,ESPS2301: EU Law
38,18201,MECHANICAL ENGINEERING GRADUATE (MASTERS) VIRTUAL OFFICE 
38,46,UCL Moodle User Group
38,14775,BENVGES6: Sustainable Infrastructure and Services in Development 2015-2016
38,12267,COMPGC15/GA07/6007: Communications and Networks 2010-11
38,8384,PHIL2031: Morality and Literature
38,7748,CLAS1202: Roman Life and Thought
38,4614,ITAL2104: Renaissance Authors: Machiavelli and Castiglione
38,9357,ELECGT09: Network Planning & Operations (NPO)
38,6699,ARCL1004:Introduction to Greek Archaeology
38,24144,Regulation of Intimacy
38,21151,MECHANICAL ENGINEERING STUDENT FEEDBACK
38,12371,Child & Adolescent Mental Health
38,6305,ECON7002: Economics of Finance
38,14205,MECHANICAL ENGINEERING UNDERGRADUATE VIRTUAL OFFICE
38,16200,ENVS3018: Urban Project Management
38,6733,ARCL2039:Ancient Civilisations of Andean South America
38,3031,SPAN2307: The subaltern in Latin American culture
38,6585,GEOG3025: Cities and Modernity
38,13245,Basic Research Methods in Child & Adolescent Mental Health (CHLDGM07)
38,12931,ENVS1003: Environmental Design
38,18615,UG Mechanical Engineering Induction information
38,14322,LATN7014: Latin Palaeography
38,17160,PHILG026: Recent Work in Political Philosophy
38,38849,HPSC3003 Communication of Scientific Ideas
38,7287,SEEC4011: Czech and Slovak Literature 3
38,7804,CHEMM205/CHEMG205: Synthesis and Biosynthesis of Natural Products
38,10045,CHLD3004: Tertiary care: Complex Childhood disorders
37,14697,"MSc Mega Infrastructure Planning, Appraisal and Delivery"
37,25515,UCLQG412: The Book in the World 
37,15189,LCFR6012: French Level 2 (AB)
37,7932,ARCLG162: South Asian Art and Archaeology
37,211,SPAN4117: The Works of Cervantes
37,826,"Graphical Models, COMPGI08/COMPM056"
37,3153,SEESGR24: Gender and Sexuality in Modern Russian Culture
37,37451,PHASM201: PHYSICS PROJECTS 2017/18
37,22015,PHASM201: Physics Project - (1.5 Units) 2012/13
37,12283,INSTG012: Historical Bibliography - Course information
37,13977,ELCS4001: Surrealism and Film
37,1038,Laws Research Students Methods Seminars 
37,6653,"SSC0193: Anatomy, art and anthropology"
37,42107,TO NOT USE TO BE DELETED PHASM201: PHYSICS PROJECTS 2017/18
37,42155,PHASM201: PHYSICS PROJECTS 2016/17
37,12779,BENVGA08: Design Realisation
37,2268, Wellcome Trust 4 year PhD Programme
37,3453,SEEH2001: Hungarian Language Level 2A
37,11495,GEOGG202: Issues in Global Migration
37,13051,Substance Misuse: A Community Perspective
37,14017,ELCS6012: Words for Pictures
37,6455,HIST7316B: Religious Tolerance and Intolerance in Early Modern Europe
37,4259,PHAS1241: Practical Skills I
37,2569,PHASM201: PHYSICS PROJECTS 2014-15 
37,11333,HPSC-TBD Science Policy Issues in Global Perspective
37,40073,CHMEGH29: Patient Safety & Clinical Risk 2016-17
37,29977,PHASM201: PHYSICS PROJECTS 2015/16
37,8992,CLAS7107: Greek Comedy
37,3677,HARTG074: Tracing the Body. Technologies of Representation in 18th- and 19th- century France
37,11635,HISTG063: The United States and Latin America
37,3763,ENVS1022: The Construction Industry and Its Management
37,24273,BENVGUR6: Urban Problems & Problematics
37,16473,ELCS6045: Selling European Cinema to British Audiences in the 21st century 
37,6073,MPHY3892/M892:Treatment with Ionising Radiation
37,2380,GEOGG070: Aquatic Systems
37,12113,MATH1302: Newtonian Mechanics
36,40993,PHILG046: Kant
36,11049,BENVGCM7: Managing Professional Practice in Construction
36,673,ENVS2005: Urban Lab II: Geographic Information System for Planners
36,24282,BENVGPLE: Planning for Housing: Process 2014/15
36,36999,BIOLM030: Biological Sciences MSci Extended Research Project 2016-17
36,11649,"Kant (PHIL3044, PHILGA15, PHILG046) 2016-17"
36,2438,BIOCXXXX: Biochemistry Template
36,13389,HEBR7310/G039:Rattling the Gender Agenda
36,11687,FRENGF03: French New Wave
36,12697,*BENGM011: integrated biochemical engineering design 
36,41519,BIOLM030:  projects 2017-18
36,25428,Programme for Law Teachers (PLT) 2013/14
36,29827,BIOLM030: Biological Sciences MSci Extended Research Project 2015-16
36,6019,Programme for Law Teachers (PLT) 2016-17
36,3109,SERS2010: Russian Literature in the Nineteenth Century
36,5119,"MSc CS Individual Project, COMPGC99"
36,34927,BENGM011: Integrated Biochemical Engineering Design
36,28937,BIOL1008: Methods in Ecology and Evolution
36,2408,ELEC1001 Electronic Circuits I
36,7059,SPAN4112: Latin American Vanguard Movements 
36,11039,BENVGCM2: The Economic Institutions of the Construction Industry
36,35901,BENVGCM2: The Economic Institutions of the Construction Industry 15/16
36,28957,BIOL3025/M025/G025: Adaptation
36,3433,SEEE2006: How Words Work: Sounds and Sense
36,6343,HISTG835: Political Thought in Renaissance Europe
36,11437,"ELECGB14: Organisational Design, People & Innovation Management"
36,40989,Kant 
36,7998,BENVGPLE: Planning for Housing: Process 2012 ?
36,27931,General Tutorials
36,40991,PHILGA15: Kant
36,16710,BASC1001: Approaches to Knowledge
36,6177,CEGE3013:Civil Engineering Project
36,6365,HISTGM01: The MA Core Course
35,14273,ELCS6008: Introduction to Film Adaptation
35,34823,DUTC1101: 2012/13 Copy
35,11233,"Computer Graphics, COMPGV10/COMP3080"
35,11301,MATH3305/MATHG305: Mathematics for General Relativity
35,3773,LCSP6807: Spanish for Academic Purposes II
35,71,Management Science and Innovation Staff Community
35,3603,Geography Computer Systems Guide Book
35,37447,Certificate in Dental Sedation and Pain Management 2016-17
35,10265,SCAN2222: Nordic Literature in Context
35,1930,PALS SSC Exam Tips by students
35,1998,"MRes Speech, Language and Cognition"
35,17274,Certificate in Dental Sedation and Pain Management 2012/13
35,2032,GEOL2004: Chemistry of Earth Environments
35,13471,INIMG026: Foundation Course in Healthcare Associated Infection Control
35,12433,Connecting Communities via Language
35,7702,Doctoral Training Programme in Atomic & Molecular Control
35,21911,Certificate in Dental Sedation and Pain Management 2013/14
35,12929,DPU Research
35,1942,DUTC1101: Born out of rebellion: The Low Countries from the Dutch Revolt to the eve of WWI (2016/17)
35,9154,MATHMM04/MATHGM04: Computational and Simulation Methods
35,30135,Certificate in Dental Sedation and Pain Management 2014/15
35,5459,SSEES Masters Dissertation
35,971,"GEOL3040/GEOLG040/GEOLM040:Crustal Dynamics, Mountain Building and Basin Evolution."
34,10695,"BENVGED2: Energy: Society, Economics and Policy "
34,11767,ITAL2109: Syntactic Theory
34,4672,WISE Tutors
34,35333,BENVGUE4: Urbanization and Development 15/16
34,2040,GEOLM021: Melting & Volcanism
34,7191,Security and Crime Science Distance Learning Programmes
34,13887,GEOGG133: Past Climates
34,7698,SPAN_2109: Women's Writing in Latin America: Southern Cone and Andes
34,6443,HIST7104: Slavery in the Classical World
34,6509,BIOL3010/G010/M010: Molecular Evolution
34,8080,BENVGUE4: Urbanization and Development
34,14934,INIMG024: Tropical Microbiology
34,12287,INSTG015: International Professional Contexts - Course information
34,10319,MECHGM11/GR11 Power Electronics and Electrical Machinery / Electrical Machines and Power Electronic Drives (Masters Level) / Electrical Machines and Power Electronic Drives  2014-15
34,641,LAWS3006: Law of Evidence LLB 
34,10423,ARCLG218: British and European Prehistory - Neolithic to Iron Age
34,13355,ANATG009: Cognitive Systems Neuroscience
34,12443,LATN1004: Latin for Beginners B
34,5271,ENGL_2001_2001A_2001B_2001W_6005: Chaucer and his Literary Background
34,39519,BENVGUE4: Urbanization and Development 16/17
34,7606,STATG004/STATM004: Applied Bayesian Methods
34,5023,"PALSG301: Current issues in Production, Perception and Neural Processing of Speech"
34,10287,Computer Science Referred Assessments
33,34439,GEOGRAPHY UNDERGRADUATE  e- NOTICEBOARD
33,39019,Economics Undergraduate Administration copy 1
33,7912,ARCLG092: Archaeology and Ethnicity
33,39363,Masters in Restorative Dental Practice 2016-17
33,11929,SSEES Year Abroad (for students abroad in Year 3) 2012/13
33,6409,HIST6001: History of Political Thought
33,26065,MSc in Restorative Dental Practice (2015-16)
33,16449,"Language Based Security, COMPGS10/COMPM028 "
33,6507,PHILG018: Graduates Studies In Political Philosophy_15
33,11571,"Computer Security I, COMPGA01/COMPM062"
33,16458,Using Multimedia in Moodle
33,10763,CHEM2601: Chemistry of Biologically Important Molecules
33,13137,MPHYGB27D: Computing in Medicine (Spare)
33,2422,ELEC3003 Control Systems I
33,13353,ANATG010: Systems and Circuit Neuroscience
33,14083,MATH3502: Combinatorial Optimisation
33,4771,iBSc Clinical Sciences
33,11617,HIST7425: American Cinema History
33,9104,MSc in Restorative Dental Practice 2013
33,3801,SPAN 4307: Cultural Dilemmas II 
33,6341,HISTG050: Renaissance to Republic: the Netherlands c.1555-1609
33,37269,PHILG018: Graduate Studies Political Philosophy 2013/14
33,1155,MSc in Environmental Design and Engineering
33,12841,Target Medicine Mentoring Scheme
33,7588,ELECGC01: Antennas and Propagation (AP)
33,6519,Economics Undergraduate Administration
33,5781,LATN2003: Intermediate Latin A
33,9342,LCEN6001: English Language Skills for Academic Purposes
33,36525,MSc in Restorative Dental Practice (2016) 
33,38981,GEOGRAPHY PGT
33,25713,SSEES Year Abroad (for Year 3 students)
33,706,(16/17)ANTH2006: Theoretical Perspectives in Social Anthropology and Material Culture
33,6906,IBSc Medical Physics and Bioengineering
33,10797,PLIN7109 / PLING300: Stuttering
33,8148,PHAS1246: Mathematical methods II
32,6571,GEOG2021: Environmental Remote Sensing
32,3997,Systems Theory and Commons Regimes
32,3129,"HART2001 [CF/AW]: The History of the Category \ART\"""""
32,9318,ANAT3903: Extended Experimental Project
32,5297,ENGL3022_3022A_3022B_3022W_6015_7022: Middle English Literature I
32,11513,COMP3005/GA09: Operating Systems
32,13241,Neurodevelopmental Disorders in Child Mental Health (CHLDGM05)
32,3349,PHAS3440: Experimental Physics
32,10867,HART1701: Architecture in London: Twentieth Century Modernism in London
32,13243,Treatment of Child & Adolescent Mental Health-Psychological Interventions (CHLDGM06)
32,11727,ZZ_HART1307 [SS]: Video Art & Logics of Surveillance 
32,18339,NEUR3903: Extended Experimental Project
32,57,A&H Research Skills for MA Students
32,13951,GEOG3065: Mining Social and Geographic Datasets
32,21927,PHAS3444: Practical Physics for Natural Scientists
32,6497,HR Systems
32,9765,SEHI6008: History of Russia to 1598
31,27961,SERS3109: Russian C
31,663,MSc International Real Estate and Planning General Materials
31,16494,ELCS6044: The Rise of the New Woman
31,5295,ENGL3010_3010A_3010B_3010W_6014_7010: Old English Literature II
31,4959,MSc/MRes Dissertation HelpDesk
31,3793,ARCLG191: Exhibition Project 2016-17
31,10677,A&H Research Skills Seminars
31,15513,CLAS7201: Athenian Law I
31,1150,MATH7501: Probability and Statistics
31,5487,FREN4105: Dominating Texts
31,10219,"GERM2104: Politics, Culture and Society in Germany since 1945"
31,9034,CHEM3401CHEMHG01:New Directions in Materials Chemistry
31,7652,SERS2002: Russian Grammar (Year 2A)
31,9128,T19: Design of Accessible Transport Systems
31,82,Moodle Features Demo
31,13321,"z-INACTIVE MBBS OSCE Revision tutorials for third years, by fourth years"
31,5283,ENGL3008_3008A_3008B_3008W_6012_7008: American Literature to 1900
31,6451,HIST2201: The Medieval Universe
31,2034,GEOL4010: Tectonic Geomorphology
31,11855,MECHGB07: Tissue Engineering
31,4545,SEEE2007: How Words Work: Meaning and Modularity
31,5247,Lagelands
31,12160,CLAS7106: Greek Tragedy
31,42287,CLAS7113: The World of Latin Letters
31,5561,GEOL2014: Global Geophysics
31,6423,HIST6402: European History since 1945
31,17481,Matt Jenner's Moodle Upgrade Testerooney
31,12301,INSTG076: Advanced Information Literacy - Course information
31,3651,MSc in Conservation for Archaeology and Museums
31,3375,Human Ecology Research Group
31,10839,PHOL3902: Literature Project in Physiology
31,4327,LAWS2011: European Legal Studies (Spanish) II 
31,3711,SEHI0004: World Histories
31,13525,Muscle and Exercise Physiology in Health and Disease (CHLDGC23)
31,5275,ENGL3004: Critical Commentary and Analysis: Practice and Revision
31,13343,ANATG002: Developmental Neurobiology
31,5291,ENGL3021_3021A_3021W_7021: Literary Representation and the History of Homosexuality
30,8378,CHEM3001 Module 9: Fluids and Fluid Mixtures
30,13235,Treatment of Child & Adolescent Mental Health-Pharmacological (CHLDGM02)
30,5277,Shakespeare in his Time
30,39225,BSc Biochemistry
30,7648,SERS1002: Use of Russian (Year 1A) - GRAMMAR
30,1018,Mandarin 
30,13737,BENVGPL9: Critical Debates in International Planning
30,5279,ENGL3006_3006A_3006B_3006W_6008_7006: The Romantic Period
30,12635,URBNG099: MSc in Urban Studies Dissertation 15/16
30,39227,BSc Biotechnology
30,1198,Module 9: Paediatric Neuropsychology Research Project (CHLDGN99)
30,39229,BSc Molecular Biology
30,7750,GREK1002: Greek for Beginners B
30,11433,ELECGB12: Finance & Business Environment
30,5299,ENGL3023_3023A_3023W_6016_7023: Middle English Literature II
30,39231,MSci Biochemistry
30,13145,PLIN7310 / PLING155: Animal Communication and Human Language
30,14087,MATH6105: Mathematics for Science 1
30,5307,A Course
30,9529,HIST3106/9106: The Assyrian Empire
30,3535,SEHI0005: History of Eastern Europe since 1856
30,3563,NANOGC03: Experimental Techniques for Nanotechnology (ETN)
30,40547,URBNG099: MSc in Urban Studies Dissertation 16/17
30,11825,PHILG009: Recent Philosophical Writings - Senior Seminar
30,13713,ELCS6026: Intercultural Communication: Representations and Perceptions in Multicultural London
30,7778,HIST3310:Modernity and Modernism
30,869,ANTH: Anthropology Post-Graduate Committee
29,17016,z-INACTIVE MBBS Final Year Case of the Month Case 10 - Trauma Updated
29,14135,MATH1402: Mathematical Methods 2
29,4717,"BENGM014 - Clinical Translation, Bioprocessing and Commercialisation of Advanced Therapies"
29,6501,HIST2902: Second-Year Long Essay
29,577,SSEES/UCL Postgraduate Research Seminar Series
29,3865,CENGM006: Fluid-particle Systems
29,5785,CLAS7115: Classics & Literary Theory
29,8938,Research Seminar: 19th Century Philosophy
29,430,LAWS2007: Tort Law LLB
29,13771,MATH3109: Multivariable Analysis
29,14712,COMPGC20/6010: Computer Music
29,14541,FRENG046: Political Theologies Between the Early and Postmodern Eras
29,10635,GEOGG103: Aquatic Macrophytes
29,6413,HIST6108: The Greek World 800-386 BC
29,14187,"ITAL4102: Nation, Culture and Society in Italy, 1860-1914"
29,38841,HPSC2029 Medicine and Society
29,36725,LITC1002: How to Read Texts
29,28285,CLAS3104: Epic and Empire
29,6081,MPHYGB09 : Physics for Imaging and Therapy
29,3721,SEESGE63: MA Intermediate Hungarian
29,13725,BENVGMP4: Critical Issues in Mega Infrastructure Investments
29,28291,"CLASGL17: Literary Criticism, Ancient and Modern"
29,7630,MPHY3891/MPHYM891: Medical Imaging with Non-Ionising Radiation
29,13625,MATHM501/MATHG501: Theory Of Traffic Flow
29,13727,"BENVGMP5: 21st Century Infrastructure Planning, Appraisal and Delivery Toolbox"
29,5301,ENGL3018_7018: Old Icelandic
29,11127,RRDBARSCPM01:BSCPM MPhil/PhD Programme
29,2426,ELEC3006 Optoelectronics II
29,5287,ENGL3026_3026A_3026B_3026W_6018_7026: Modern Literature II
29,13357,MSc Pharmacogenetics and Stratified Medicine
29,10179,Introduction to statistics with R
29,11589,Biosciences Personal Tutorials (restricted access)  
29,13711,DUTC2300: Multiculturalism and Identity
29,10961,MATH1401: Mathematical Methods 1
29,15546,ELCS6023: Comic Tales in the European Middle Ages
29,3443,SEESGR22: Between Permitted Dissent and Dissidence
29,11371,MSING019: Business Economics
29,4557,BENGG001: Bioprocess Synthesis and Process Mapping
29,7025,ECONG015: Economics of Development
28,38683,HPSC3032  Investigating Contemporary Science
28,23157,ECON3029: Advanced Macroeconomics
28,21483,The Digital Department CMALT 2013
28,38701,HPSCGA39 Special Topics Seminar in History and Philosophy of Science
28,38717,"HPSC3052 Nature, Technology and the Environment"
28,38835,HPSC2008 Human Sciences and Society
28,16221,FREN2104B: The Seventeenth Century
28,41773,BENVGHB4: Designing Inclusive Places
28,21869,Funding for Research Students
28,17352,Economics Teaching Assistants
28,40043,BENVGDAA: Critical Ideas of Development: Conceptions and Realities 2016/17
28,17772,ECON6002: An Introduction to Applied Economic Analysis
28,42101,HPSCXXXX: Science & Technology Studies (STS) Template
28,28161,ECONG056: Applied Development Economics and Policy
28,40059,BENVGUE3: Practice in Urban Economic Development
28,16725,The Digital Department- CMALT 2012
28,8332,ELE Questionnaires
28,11107,ENVS2004: Building Services Engineering 1
28,5111,ECONXXXX: Economics Template - Academics (full)
28,40169,"BENVGDA8: Land, Food & Agriculture 16/17"
28,38685,HPSCGA47 Responsible Science and Innovation
28,23160,ECON3030: Behavioural Economics
28,21491,ECON3050 Undergraduate Thesis Economics
28,35881,Template - not in use
28,38703,"HPSCGA27 Causality, Mechanism and Evidence in Science"
28,19242,ECON3028: The Economics of Money and Banking
28,26479,"BENVGEE2: Health, Comfort and Wellbeing in the Built Environment"
28,40561,Rods_import_tests
28,38869,HPSC3046 Science and Film Production
28,40045,MSc DAP 16/17
28,17775,ECON3021: Urban Economics
28,42103,ARCLXXXX: Bartlett Architecture Template
28,28163,ECONG057: Environmental Economics: Principles and Policy
28,40061,BENVGUE4: Urbanisation and Development
28,38547,HPSC1007 Investigating Science and Society
28,40137,BENVGBU6: Disaster Risk Reduction in Cities - 2016-17
28,3689,ARCL3056: Field Archaeology
28,12605,MSING016: Strategic Management of Entrepreneurial Ventures
28,6435,HIST6320:Crime and Popular Disorder in Georgian England
28,38687,HPSCGA45 Practical Science Communication
28,40221,DPU all students  2016/17
28,14778,"BENVGES7: Urban Water and Sanitation, Planning and Politics"
28,16935,Space Syntax Laboratory PhD
28,38705,HPSCGA25 Science in Antiquity
28,26485,"BENVGEE5: Light, Lighting and Wellbeing in Buildings"
28,38839,HPSC2023 Sociology of Science and Technology
28,26649,PUBLXXXX: Security & Crime Science Template
28,40719,TMSARCSBUD01: MSc Building and Urban Design in Development
28,38871,HPSC3049 Sleep and Dreaming
28,29517,The Digital Department CMALT 2015
28,42105,"BENVXXXX:  Bartlett Env, Energy & Resources Template"
28,40065,BENVGUE6: An Introduction to Public Economics and Public Policy 2016/2017
28,27173,ECONG207: International Macroeconomics
28,40139,"BENVGBU7: Post Disaster Recovery: Policies, Practices and Alternatives - 2016-17"
28,11931,FRENGT01: Advanced Translation
28,6329,HIST7341: London in the Twentieth Century
28,8900,Biosciences Teaching Office
28,24138,ECONG021/ECONGP21: Microeconomics and Microeconomics for Policy
28,38689,"HPSCGA44 Science, Media and Culture"
28,37477,UCL Postgraduate History Network
28,38707,"HPSCGA23 Science, Art and Philosophy"
28,24537,ECON1003: Statistical Methods in Economics
28,39883,BENVXXXX: Development Planning Unit (DPU) Template 2016
28,40033,BENVGDA6: Society & Market: Private Agency for Development 2016/17
28,38873,HPSC3051 Zoos in Science and Culture
28,40049,BENVGPU3: Practice in Urban Development Planning 
28,38369, Economics Student Handbook
28,27177,ECONG209: Theories of the Labour Market
28,40109,BENVGSD3: Social Development in Practice 2016/17
28,38551,HPSC1012 Investigating the History of Science
28,40141,BENVGBU8: Critical Urbanism Studio I - 2016-17
28,8300,BSc/MSci Neuroscience Programme 
28,7600,GEOL1014: Geochemistry
28,9575,"Tools and Environments, COMPGS04/COMPM024 "
28,221,SEESGS37: Cities in Eastern Europe (MA)
28,3391,BIOSM901: MSci Research Project in Life Sciences
28,5071,DUTC2203: Twentieth Century  Dutch Literature I: Themes
28,12617,MATH6106: Mathematics for Science 2
28,37261,"ECON R2D2: Choices, Incentives and Agents in a Galaxy Far Far Away"
28,38691,HPSCGA43 Curating Science and Technology
28,38709,HPSCGA21 Science in the Eighteenth Century
28,37859,Economics Skills Lab
28,35447,GERM4131:Modern German Art 
28,40035,BENVGDA9: Industrialisation & Infrastructure 2016/17
28,38875,HPSC3024 Research-led Science and Technology Studies
28,36733,PhD Summer Annual Conference
28,42281,Fundamentals of Building Physics - MSc HWSB
28,6771,ECONXXXX: Economics Template - by topic
28,5127,ENGLXXXX: ENGLISH Template
28,6995,ECON3019: Issues in Economic Development
28,24204,x
